Country,Year,Value,Resource,Metric
Egypt,1984.0,0.2261875,Natural Gas,Reserves
Libya,1984.0,0.5966,Natural Gas,Reserves
Nigeria,1984.0,1.28725,Natural Gas,Reserves
Other Africa,1984.0,0.5411250000000001,Natural Gas,Reserves
Total Africa,1984.0,5.9640875,Natural Gas,Reserves
Australia,1984.0,0.53742,Natural Gas,Reserves
Bangladesh,1984.0,0.344175,Natural Gas,Reserves
Brunei,1984.0,0.23205,Natural Gas,Reserves
China,1984.0,0.8967994100294985,Natural Gas,Reserves
India,1984.0,0.46605,Natural Gas,Reserves
Indonesia,1984.0,1.7245053000000001,Natural Gas,Reserves
Malaysia,1984.0,0.6742306759794376,Natural Gas,Reserves
Myanmar,1984.0,0.2535,Natural Gas,Reserves
Pakistan,1984.0,0.30402386002500004,Natural Gas,Reserves
Papua New Guinea,1984.0,0.0,Natural Gas,Reserves
Thailand,1984.0,0.20475,Natural Gas,Reserves
Vietnam,1984.0,0.0,Natural Gas,Reserves
Other Asia Pacific,1984.0,0.2262,Natural Gas,Reserves
Total Asia Pacific,1984.0,5.863704246033937,Natural Gas,Reserves
Total World,1984.0,80.21198451958374,Natural Gas,Reserves
                 Non-OECD,1984.0,65.22331984947462,Natural Gas,Reserves
                 European Union,1984.0,2.9608795499999996,Natural Gas,Reserves
Canada,1985.0,2.7144,Natural Gas,Reserves
Mexico,1985.0,2.112825,Natural Gas,Reserves
US,1985.0,5.242887926524874,Natural Gas,Reserves
Total North America,1985.0,10.070112926524875,Natural Gas,Reserves
Argentina,1985.0,0.663975,Natural Gas,Reserves
Bolivia,1985.0,0.13124,Natural Gas,Reserves
Brazil,1985.0,0.09067499999999999,Natural Gas,Reserves
Colombia,1985.0,0.104325,Natural Gas,Reserves
Peru,1985.0,0.026324999999999998,Natural Gas,Reserves
Trinidad & Tobago,1985.0,0.30907500000000004,Natural Gas,Reserves
Venezuela,1985.0,1.9256280000000001,Natural Gas,Reserves
Other S. & Cent. America,1985.0,0.1476014563137,Natural Gas,Reserves
Total S. & Cent. America,1985.0,3.3988444563136997,Natural Gas,Reserves
Denmark,1985.0,0.09486750000000001,Natural Gas,Reserves
Germany,1985.0,0.2886,Natural Gas,Reserves
Italy,1985.0,0.24946349999999998,Natural Gas,Reserves
Netherlands,1985.0,1.76245672,Natural Gas,Reserves
Norway,1985.0,0.5413095000000001,Natural Gas,Reserves
Poland,1985.0,0.0708,Natural Gas,Reserves
Romania,1985.0,0.26325,Natural Gas,Reserves
United Kingdom,1985.0,0.6317999999999999,Natural Gas,Reserves
Other Europe,1985.0,0.35685000000000006,Natural Gas,Reserves
Total Europe,1985.0,4.259397219999999,Natural Gas,Reserves
Total CIS,1985.0,25.58662034480036,Natural Gas,Reserves
Bahrain,1985.0,0.5110055604683336,Natural Gas,Reserves
Iran,1985.0,13.209776999999999,Natural Gas,Reserves
Iraq,1985.0,0.7801400000000001,Natural Gas,Reserves
Israel,1985.0,0.0009750000000000002,Natural Gas,Reserves
Kuwait,1985.0,0.984675,Natural Gas,Reserves
Oman,1985.0,0.21255000000000002,Natural Gas,Reserves
Qatar,1985.0,4.595400000000001,Natural Gas,Reserves
Saudi Arabia,1985.0,3.50265,Natural Gas,Reserves
Syria,1985.0,0.12089999999999998,Natural Gas,Reserves
United Arab Emirates,1985.0,3.0693,Natural Gas,Reserves
Yemen,1985.0,0.0,Natural Gas,Reserves
Other Middle East,1985.0,0.0,Natural Gas,Reserves
Total Middle East,1985.0,26.987372560468334,Natural Gas,Reserves
Algeria,1985.0,3.2234125,Natural Gas,Reserves
Egypt,1985.0,0.2454375,Natural Gas,Reserves
Libya,1985.0,0.5947,Natural Gas,Reserves
Nigeria,1985.0,1.273,Natural Gas,Reserves
Other Africa,1985.0,0.5772,Natural Gas,Reserves
Total Africa,1985.0,5.9137499999999985,Natural Gas,Reserves
Australia,1985.0,0.55302,Natural Gas,Reserves
Bangladesh,1985.0,0.344175,Natural Gas,Reserves
Brunei,1985.0,0.23205,Natural Gas,Reserves
China,1985.0,0.8788593903638151,Natural Gas,Reserves
India,1985.0,0.46800000000000014,Natural Gas,Reserves
Indonesia,1985.0,2.0119330000000004,Natural Gas,Reserves
Malaysia,1985.0,0.6827391319286998,Natural Gas,Reserves
Myanmar,1985.0,0.26130000000000003,Natural Gas,Reserves
Pakistan,1985.0,0.29707915256250006,Natural Gas,Reserves
Papua New Guinea,1985.0,0.00010898796641036697,Natural Gas,Reserves
Thailand,1985.0,0.21255000000000002,Natural Gas,Reserves
Vietnam,1985.0,0.0,Natural Gas,Reserves
Other Asia Pacific,1985.0,0.24765000000000004,Natural Gas,Reserves
Total Asia Pacific,1985.0,6.189464662821426,Natural Gas,Reserves
Total World,1985.0,82.4055621709287,Natural Gas,Reserves
                 Non-OECD,1985.0,67.49865702440384,Natural Gas,Reserves
                 European Union,1985.0,2.9683127200000006,Natural Gas,Reserves
Canada,1986.0,2.67735,Natural Gas,Reserves
Mexico,1986.0,2.0923499999999997,Natural Gas,Reserves
US,1986.0,5.19454476307575,Natural Gas,Reserves
Total North America,1986.0,9.964244763075751,Natural Gas,Reserves
Argentina,1986.0,0.6542250000000001,Natural Gas,Reserves
Bolivia,1986.0,0.136065,Natural Gas,Reserves
Brazil,1986.0,0.09359999999999999,Natural Gas,Reserves
Colombia,1986.0,0.110175,Natural Gas,Reserves
Peru,1986.0,0.053625,Natural Gas,Reserves
Trinidad & Tobago,1986.0,0.301275,Natural Gas,Reserves
Venezuela,1986.0,2.9104200000000007,Natural Gas,Reserves
Other S. & Cent. America,1986.0,0.1463688349527,Natural Gas,Reserves
Total S. & Cent. America,1986.0,4.405753834952701,Natural Gas,Reserves
Denmark,1986.0,0.07401750000000001,Natural Gas,Reserves
Germany,1986.0,0.37245,Natural Gas,Reserves
Italy,1986.0,0.254260875,Natural Gas,Reserves
Netherlands,1986.0,1.7279854000000003,Natural Gas,Reserves
Norway,1986.0,0.44940400000000014,Natural Gas,Reserves
Poland,1986.0,0.1216875,Natural Gas,Reserves
Romania,1986.0,0.229125,Natural Gas,Reserves
United Kingdom,1986.0,0.61815,Natural Gas,Reserves
Other Europe,1986.0,0.35002500000000003,Natural Gas,Reserves
Total Europe,1986.0,4.197105275,Natural Gas,Reserves
Total CIS,1986.0,26.226284774882785,Natural Gas,Reserves
Bahrain,1986.0,0.49878054706000025,Natural Gas,Reserves
Iran,1986.0,13.180497500000001,Natural Gas,Reserves
Iraq,1986.0,0.7801305,Natural Gas,Reserves
Israel,1986.0,0.0009750000000000002,Natural Gas,Reserves
Kuwait,1986.0,1.1086500000000001,Natural Gas,Reserves
Oman,1986.0,0.223275,Natural Gas,Reserves
Qatar,1986.0,4.595400000000001,Natural Gas,Reserves
Saudi Arabia,1986.0,3.81995,Natural Gas,Reserves
Syria,1986.0,0.13845,Natural Gas,Reserves
United Arab Emirates,1986.0,5.278845,Natural Gas,Reserves
Yemen,1986.0,0.016574999999999996,Natural Gas,Reserves
Other Middle East,1986.0,0.0,Natural Gas,Reserves
Total Middle East,1986.0,29.641528547060002,Natural Gas,Reserves
Algeria,1986.0,3.1367875,Natural Gas,Reserves
Egypt,1986.0,0.279125,Natural Gas,Reserves
Libya,1986.0,0.6916,Natural Gas,Reserves
Nigeria,1986.0,2.28,Natural Gas,Reserves
Other Africa,1986.0,0.7056,Natural Gas,Reserves
Total Africa,1986.0,7.093112500000001,Natural Gas,Reserves
Australia,1986.0,0.70356,Natural Gas,Reserves
Bangladesh,1986.0,0.34514999999999996,Natural Gas,Reserves
Brunei,1986.0,0.3315,Natural Gas,Reserves
China,1986.0,0.8718043264503442,Natural Gas,Reserves
India,1986.0,0.527475,Natural Gas,Reserves
Indonesia,1986.0,2.298975,Natural Gas,Reserves
Malaysia,1986.0,0.6720391039925062,Natural Gas,Reserves
Myanmar,1986.0,0.26130000000000003,Natural Gas,Reserves
Pakistan,1986.0,0.36073897096874996,Natural Gas,Reserves
Papua New Guinea,1986.0,0.0002997168917686491,Natural Gas,Reserves
Thailand,1986.0,0.1989,Natural Gas,Reserves
Vietnam,1986.0,0.0,Natural Gas,Reserves
Other Asia Pacific,1986.0,0.22815000000000002,Natural Gas,Reserves
Total Asia Pacific,1986.0,6.799892118303369,Natural Gas,Reserves
Total World,1986.0,88.3279218132746,Natural Gas,Reserves
                 Non-OECD,1986.0,73.41231177519884,Natural Gas,Reserves
                 European Union,1986.0,3.0125512750000003,Natural Gas,Reserves
Canada,1987.0,2.625675,Natural Gas,Reserves
Mexico,1987.0,2.0660250000000002,Natural Gas,Reserves
US,1987.0,5.075923708622625,Natural Gas,Reserves
Total North America,1987.0,9.767623708622626,Natural Gas,Reserves
Argentina,1987.0,0.675675,Natural Gas,Reserves
Bolivia,1987.0,0.11222950294494646,Natural Gas,Reserves
Brazil,1987.0,0.102375,Natural Gas,Reserves
Colombia,1987.0,0.09457500000000002,Natural Gas,Reserves
Peru,1987.0,0.3315,Natural Gas,Reserves
Trinidad & Tobago,1987.0,0.295425,Natural Gas,Reserves
Venezuela,1987.0,3.15018,Natural Gas,Reserves
Other S. & Cent. America,1987.0,0.1453938349527,Natural Gas,Reserves
Total S. & Cent. America,1987.0,4.907353337897646,Natural Gas,Reserves
Denmark,1987.0,0.072975,Natural Gas,Reserves
Germany,1987.0,0.36660000000000004,Natural Gas,Reserves
Italy,1987.0,0.28784249999999995,Natural Gas,Reserves
Netherlands,1987.0,1.6882108,Natural Gas,Reserves
Norway,1987.0,1.2375482500000003,Natural Gas,Reserves
Poland,1987.0,0.1202125,Natural Gas,Reserves
Romania,1987.0,0.19305,Natural Gas,Reserves
United Kingdom,1987.0,0.6279,Natural Gas,Reserves
Other Europe,1987.0,0.3432,Natural Gas,Reserves
Total Europe,1987.0,4.937539050000001,Natural Gas,Reserves
Total CIS,1987.0,26.67405041520932,Natural Gas,Reserves
Bahrain,1987.0,0.48411053097000023,Natural Gas,Reserves
Iran,1987.0,13.149329000000002,Natural Gas,Reserves
Iraq,1987.0,0.95,Natural Gas,Reserves
Israel,1987.0,0.0009750000000000002,Natural Gas,Reserves
Kuwait,1987.0,1.14475,Natural Gas,Reserves
Oman,1987.0,0.2652,Natural Gas,Reserves
Qatar,1987.0,4.595400000000001,Natural Gas,Reserves
Saudi Arabia,1987.0,3.980025,Natural Gas,Reserves
Syria,1987.0,0.121875,Natural Gas,Reserves
United Arab Emirates,1987.0,5.5419,Natural Gas,Reserves
Yemen,1987.0,0.110175,Natural Gas,Reserves
Other Middle East,1987.0,0.0273,Natural Gas,Reserves
Total Middle East,1987.0,30.371039530970005,Natural Gas,Reserves
Algeria,1987.0,3.0443875,Natural Gas,Reserves
Egypt,1987.0,0.2954875,Natural Gas,Reserves
Libya,1987.0,0.69065,Natural Gas,Reserves
Nigeria,1987.0,2.2866500000000003,Natural Gas,Reserves
Other Africa,1987.0,0.7574375,Natural Gas,Reserves
Total Africa,1987.0,7.074612500000001,Natural Gas,Reserves
Australia,1987.0,0.8338199999999999,Natural Gas,Reserves
Bangladesh,1987.0,0.34514999999999996,Natural Gas,Reserves
Brunei,1987.0,0.32272500000000004,Natural Gas,Reserves
China,1987.0,0.9010324483775812,Natural Gas,Reserves
India,1987.0,0.5382,Natural Gas,Reserves
Indonesia,1987.0,2.402505,Natural Gas,Reserves
Malaysia,1987.0,0.6649487240347873,Natural Gas,Reserves
Myanmar,1987.0,0.26130000000000003,Natural Gas,Reserves
Pakistan,1987.0,0.43211513100000004,Natural Gas,Reserves
Papua New Guinea,1987.0,0.0005858103115257924,Natural Gas,Reserves
Thailand,1987.0,0.1794,Natural Gas,Reserves
Vietnam,1987.0,0.0,Natural Gas,Reserves
Other Asia Pacific,1987.0,0.2223,Natural Gas,Reserves
Total Asia Pacific,1987.0,7.104082113723895,Natural Gas,Reserves
Total World,1987.0,90.83630065642349,Natural Gas,Reserves
                 Non-OECD,1987.0,75.23491789780086,Natural Gas,Reserves
                 European Union,1987.0,2.9502158,Natural Gas,Reserves
Canada,1988.0,2.604225,Natural Gas,Reserves
Mexico,1988.0,2.02605,Natural Gas,Reserves
US,1988.0,4.555699212213001,Natural Gas,Reserves
Total North America,1988.0,9.185974212213,Natural Gas,Reserves
Argentina,1988.0,0.753675,Natural Gas,Reserves
Bolivia,1988.0,0.11377350147247325,Natural Gas,Reserves
Brazil,1988.0,0.10627500000000001,Natural Gas,Reserves
Colombia,1988.0,0.123825,Natural Gas,Reserves
Peru,1988.0,0.3315,Natural Gas,Reserves
Trinidad & Tobago,1988.0,0.28664999999999996,Natural Gas,Reserves
Venezuela,1988.0,3.170160000000001,Natural Gas,Reserves
Other S. & Cent. America,1988.0,0.1441612135917,Natural Gas,Reserves
Total S. & Cent. America,1988.0,5.030019715064175,Natural Gas,Reserves
Denmark,1988.0,0.0823575,Natural Gas,Reserves
Germany,1988.0,0.353925,Natural Gas,Reserves
Italy,1988.0,0.31374832499999994,Natural Gas,Reserves
Netherlands,1988.0,1.6590427600000002,Natural Gas,Reserves
Norway,1988.0,1.7190100000000001,Natural Gas,Reserves
Poland,1988.0,0.1261125,Natural Gas,Reserves
Romania,1988.0,0.160875,Natural Gas,Reserves
United Kingdom,1988.0,0.57525,Natural Gas,Reserves
Other Europe,1988.0,0.33832500000000004,Natural Gas,Reserves
Total Europe,1988.0,5.328646085000001,Natural Gas,Reserves
Total CIS,1988.0,27.185784116350327,Natural Gas,Reserves
Bahrain,1988.0,0.4645505095166668,Natural Gas,Reserves
Iran,1988.0,13.4119,Natural Gas,Reserves
Iraq,1988.0,2.5555,Natural Gas,Reserves
Israel,1988.0,0.0009750000000000002,Natural Gas,Reserves
Kuwait,1988.0,1.3091,Natural Gas,Reserves
Oman,1988.0,0.27592500000000003,Natural Gas,Reserves
Qatar,1988.0,4.782735000000001,Natural Gas,Reserves
Saudi Arabia,1988.0,4.769,Natural Gas,Reserves
Syria,1988.0,0.110175,Natural Gas,Reserves
United Arab Emirates,1988.0,5.521425,Natural Gas,Reserves
Yemen,1988.0,0.15209999999999996,Natural Gas,Reserves
Other Middle East,1988.0,0.0273,Natural Gas,Reserves
Total Middle East,1988.0,33.38068550951667,Natural Gas,Reserves
Algeria,1988.0,3.1127249999999997,Natural Gas,Reserves
Egypt,1988.0,0.3166625,Natural Gas,Reserves
Libya,1988.0,0.78565,Natural Gas,Reserves
Nigeria,1988.0,2.3522,Natural Gas,Reserves
Other Africa,1988.0,0.7847375,Natural Gas,Reserves
Total Africa,1988.0,7.3519749999999995,Natural Gas,Reserves
Australia,1988.0,0.80574,Natural Gas,Reserves
Bangladesh,1988.0,0.34125,Natural Gas,Reserves
Brunei,1988.0,0.31395,Natural Gas,Reserves
China,1988.0,0.9293534906588006,Natural Gas,Reserves
India,1988.0,0.585,Natural Gas,Reserves
Indonesia,1988.0,2.599009,Natural Gas,Reserves
Malaysia,1988.0,0.6596631680663061,Natural Gas,Reserves
Myanmar,1988.0,0.260325,Natural Gas,Reserves
Pakistan,1988.0,0.34187251569562505,Natural Gas,Reserves
Papua New Guinea,1988.0,0.0008719037312828673,Natural Gas,Reserves
Thailand,1988.0,0.190125,Natural Gas,Reserves
Vietnam,1988.0,0.0,Natural Gas,Reserves
Other Asia Pacific,1988.0,0.26227500000000004,Natural Gas,Reserves
Total Asia Pacific,1988.0,7.289435078152014,Natural Gas,Reserves
Total World,1988.0,94.75251971629616,Natural Gas,Reserves
                 Non-OECD,1988.0,79.30345941908315,Natural Gas,Reserves
                 European Union,1988.0,2.915436085,Natural Gas,Reserves
Canada,1989.0,2.6637,Natural Gas,Reserves
Mexico,1989.0,2.0085,Natural Gas,Reserves
US,1989.0,4.5310802596545,Natural Gas,Reserves
Total North America,1989.0,9.2032802596545,Natural Gas,Reserves
Argentina,1989.0,0.6542250000000001,Natural Gas,Reserves
Bolivia,1989.0,0.1133875,Natural Gas,Reserves
Brazil,1989.0,0.11309999999999999,Natural Gas,Reserves
Colombia,1989.0,0.10627500000000001,Natural Gas,Reserves
Peru,1989.0,0.3315,Natural Gas,Reserves
Trinidad & Tobago,1989.0,0.27885000000000004,Natural Gas,Reserves
Venezuela,1989.0,3.321897,Natural Gas,Reserves
Other S. & Cent. America,1989.0,0.1604785922307,Natural Gas,Reserves
Total S. & Cent. America,1989.0,5.0797130922307,Natural Gas,Reserves
Denmark,1989.0,0.11259000000000001,Natural Gas,Reserves
Germany,1989.0,0.342225,Natural Gas,Reserves
Italy,1989.0,0.31566727499999997,Natural Gas,Reserves
Netherlands,1989.0,1.6484362000000001,Natural Gas,Reserves
Norway,1989.0,1.717025,Natural Gas,Reserves
Poland,1989.0,0.12095,Natural Gas,Reserves
Romania,1989.0,0.129675,Natural Gas,Reserves
United Kingdom,1989.0,0.5459999999999999,Natural Gas,Reserves
Other Europe,1989.0,0.34125000000000005,Natural Gas,Reserves
Total Europe,1989.0,5.273818475000001,Natural Gas,Reserves
Total CIS,1989.0,33.26260429116538,Natural Gas,Reserves
Bahrain,1989.0,0.44743549074500016,Natural Gas,Reserves
Iran,1989.0,16.0565,Natural Gas,Reserves
Iraq,1989.0,2.95925,Natural Gas,Reserves
Israel,1989.0,0.0009750000000000002,Natural Gas,Reserves
Kuwait,1989.0,1.33,Natural Gas,Reserves
Oman,1989.0,0.27202499999999996,Natural Gas,Reserves
Qatar,1989.0,4.781700000000001,Natural Gas,Reserves
Saudi Arabia,1989.0,4.957479999999999,Natural Gas,Reserves
Syria,1989.0,0.153075,Natural Gas,Reserves
United Arab Emirates,1989.0,5.50875,Natural Gas,Reserves
Yemen,1989.0,0.19304999999999997,Natural Gas,Reserves
Other Middle East,1989.0,0.010725,Natural Gas,Reserves
Total Middle East,1989.0,36.670965490745004,Natural Gas,Reserves
Algeria,1989.0,3.128125,Natural Gas,Reserves
Egypt,1989.0,0.33783749999999996,Natural Gas,Reserves
Libya,1989.0,1.1571,Natural Gas,Reserves
Nigeria,1989.0,2.6904,Natural Gas,Reserves
Other Africa,1989.0,0.7905875,Natural Gas,Reserves
Total Africa,1989.0,8.104049999999999,Natural Gas,Reserves
Australia,1989.0,0.7449,Natural Gas,Reserves
Bangladesh,1989.0,0.7068750000000001,Natural Gas,Reserves
Brunei,1989.0,0.309075,Natural Gas,Reserves
China,1989.0,1.0308456243854476,Natural Gas,Reserves
India,1989.0,0.6688500000000002,Natural Gas,Reserves
Indonesia,1989.0,2.5909904999999998,Natural Gas,Reserves
Malaysia,1989.0,0.7339187836235062,Natural Gas,Reserves
Myanmar,1989.0,0.25935,Natural Gas,Reserves
Pakistan,1989.0,0.347235373125,Natural Gas,Reserves
Papua New Guinea,1989.0,0.0015394549256293694,Natural Gas,Reserves
Thailand,1989.0,0.223275,Natural Gas,Reserves
Vietnam,1989.0,0.0,Natural Gas,Reserves
Other Asia Pacific,1989.0,0.252525,Natural Gas,Reserves
Total Asia Pacific,1989.0,7.869379736059584,Natural Gas,Reserves
Total World,1989.0,105.46381134485516,Natural Gas,Reserves
                 Non-OECD,1989.0,90.11506261020062,Natural Gas,Reserves
                 European Union,1989.0,2.8918434750000004,Natural Gas,Reserves
Canada,1990.0,2.6568750000000003,Natural Gas,Reserves
Mexico,1990.0,1.974375,Natural Gas,Reserves
US,1990.0,4.5915431056957505,Natural Gas,Reserves
Total North America,1990.0,9.22279310569575,Natural Gas,Reserves
Argentina,1990.0,0.6435,Natural Gas,Reserves
Bolivia,1990.0,0.10943100147247324,Natural Gas,Reserves
Brazil,1990.0,0.112125,Natural Gas,Reserves
Colombia,1990.0,0.098475,Natural Gas,Reserves
Peru,1990.0,0.330525,Natural Gas,Reserves
Trinidad & Tobago,1990.0,0.2457,Natural Gas,Reserves
Venezuela,1990.0,3.80619,Natural Gas,Reserves
Other S. & Cent. America,1990.0,0.15729597086970004,Natural Gas,Reserves
Total S. & Cent. America,1990.0,5.503241972342173,Natural Gas,Reserves
Denmark,1990.0,0.10320750000000001,Natural Gas,Reserves
Germany,1990.0,0.21157499999999999,Natural Gas,Reserves
Italy,1990.0,0.30895095,Natural Gas,Reserves
Netherlands,1990.0,1.8676384400000001,Natural Gas,Reserves
Norway,1990.0,1.66749925,Natural Gas,Reserves
Poland,1990.0,0.1172625,Natural Gas,Reserves
Romania,1990.0,0.379275,Natural Gas,Reserves
United Kingdom,1990.0,0.531375,Natural Gas,Reserves
Other Europe,1990.0,0.32742871500000004,Natural Gas,Reserves
Total Europe,1990.0,5.514212355,Natural Gas,Reserves
Total CIS,1990.0,34.88095794169099,Natural Gas,Reserves
Bahrain,1990.0,0.43276547465500004,Natural Gas,Reserves
Iran,1990.0,16.059333499999997,Natural Gas,Reserves
Iraq,1990.0,2.95165,Natural Gas,Reserves
Israel,1990.0,0.0009750000000000002,Natural Gas,Reserves
Kuwait,1990.0,1.4421,Natural Gas,Reserves
Oman,1990.0,0.273,Natural Gas,Reserves
Qatar,1990.0,4.776525,Natural Gas,Reserves
Saudi Arabia,1990.0,4.961565,Natural Gas,Reserves
Syria,1990.0,0.17745,Natural Gas,Reserves
United Arab Emirates,1990.0,5.482425,Natural Gas,Reserves
Yemen,1990.0,0.23887499999999995,Natural Gas,Reserves
Other Middle East,1990.0,0.014625,Natural Gas,Reserves
Total Middle East,1990.0,36.811288974655,Natural Gas,Reserves
Algeria,1990.0,3.17625,Natural Gas,Reserves
Egypt,1990.0,0.36478750000000004,Natural Gas,Reserves
Libya,1990.0,1.1476,Natural Gas,Reserves
Nigeria,1990.0,2.698,Natural Gas,Reserves
Other Africa,1990.0,0.7925375,Natural Gas,Reserves
Total Africa,1990.0,8.179175,Natural Gas,Reserves
Australia,1990.0,0.7230599999999999,Natural Gas,Reserves
Bangladesh,1990.0,0.7068750000000001,Natural Gas,Reserves
Brunei,1990.0,0.32272500000000004,Natural Gas,Reserves
China,1990.0,1.0068584070796462,Natural Gas,Reserves
India,1990.0,0.6825,Natural Gas,Reserves
Indonesia,1990.0,2.9065540000000003,Natural Gas,Reserves
Malaysia,1990.0,0.761248975460531,Natural Gas,Reserves
Myanmar,1990.0,0.258375,Natural Gas,Reserves
Pakistan,1990.0,0.3751878206615626,Natural Gas,Reserves
Papua New Guinea,1990.0,0.0016416311433461162,Natural Gas,Reserves
Thailand,1990.0,0.2184,Natural Gas,Reserves
Vietnam,1990.0,0.014625,Natural Gas,Reserves
Other Asia Pacific,1990.0,0.27329250000000005,Natural Gas,Reserves
Total Asia Pacific,1990.0,8.251343334345087,Natural Gas,Reserves
Total World,1990.0,108.36301268372898,Natural Gas,Reserves
                 Non-OECD,1990.0,93.03554722303323,Natural Gas,Reserves
                 European Union,1990.0,3.1993131049999994,Natural Gas,Reserves
Canada,1991.0,2.6432249999999997,Natural Gas,Reserves
Mexico,1991.0,1.9587750000000002,Natural Gas,Reserves
US,1991.0,4.52961613692525,Natural Gas,Reserves
Total North America,1991.0,9.131616136925249,Natural Gas,Reserves
Argentina,1991.0,0.6269250000000001,Natural Gas,Reserves
Bolivia,1991.0,0.11406299705505353,Natural Gas,Reserves
Brazil,1991.0,0.12090000000000001,Natural Gas,Reserves
Colombia,1991.0,0.096525,Natural Gas,Reserves
Peru,1991.0,0.3344250000000001,Natural Gas,Reserves
Trinidad & Tobago,1991.0,0.23205,Natural Gas,Reserves
Venezuela,1991.0,3.975798000000001,Natural Gas,Reserves
Other S. & Cent. America,1991.0,0.15508834951785,Natural Gas,Reserves
Total S. & Cent. America,1991.0,5.655774346572904,Natural Gas,Reserves
Denmark,1991.0,0.10529250000000002,Natural Gas,Reserves
Germany,1991.0,0.190125,Natural Gas,Reserves
Italy,1991.0,0.3530868,Natural Gas,Reserves
Netherlands,1991.0,1.8437736800000002,Natural Gas,Reserves
Norway,1991.0,1.2641472500000002,Natural Gas,Reserves
Poland,1991.0,0.11283750000000001,Natural Gas,Reserves
Romania,1991.0,0.3549,Natural Gas,Reserves
United Kingdom,1991.0,0.5265,Natural Gas,Reserves
Other Europe,1991.0,0.31451252250000006,Natural Gas,Reserves
Total Europe,1991.0,5.0651752525,Natural Gas,Reserves
Russian Federation,1991.0,33.91055283867256,Natural Gas,Reserves
Total CIS,1991.0,36.325593168459825,Natural Gas,Reserves
Bahrain,1991.0,0.42298546392833336,Natural Gas,Reserves
Iran,1991.0,18.7011,Natural Gas,Reserves
Iraq,1991.0,2.945,Natural Gas,Reserves
Israel,1991.0,0.0009750000000000002,Natural Gas,Reserves
Kuwait,1991.0,1.4354500000000001,Natural Gas,Reserves
Oman,1991.0,0.09067499999999999,Natural Gas,Reserves
Qatar,1991.0,6.65298,Natural Gas,Reserves
Saudi Arabia,1991.0,4.95957,Natural Gas,Reserves
Syria,1991.0,0.195,Natural Gas,Reserves
United Arab Emirates,1991.0,5.648175,Natural Gas,Reserves
Yemen,1991.0,0.3246836795257267,Natural Gas,Reserves
Other Middle East,1991.0,0.004875,Natural Gas,Reserves
Total Middle East,1991.0,41.38146914345406,Natural Gas,Reserves
Algeria,1991.0,3.490025,Natural Gas,Reserves
Egypt,1991.0,0.38115,Natural Gas,Reserves
Libya,1991.0,1.24355,Natural Gas,Reserves
Nigeria,1991.0,3.23,Natural Gas,Reserves
Other Africa,1991.0,0.7359874999999999,Natural Gas,Reserves
Total Africa,1991.0,9.080712499999999,Natural Gas,Reserves
Australia,1991.0,0.741,Natural Gas,Reserves
Bangladesh,1991.0,0.7020000000000001,Natural Gas,Reserves
Brunei,1991.0,0.3861,Natural Gas,Reserves
China,1991.0,1.0096804326450344,Natural Gas,Reserves
India,1991.0,0.7117500000000001,Natural Gas,Reserves
Indonesia,1991.0,1.8676,Natural Gas,Reserves
Malaysia,1991.0,0.8740504747878751,Natural Gas,Reserves
Myanmar,1991.0,0.27105000000000007,Natural Gas,Reserves
Pakistan,1991.0,0.4359733018125,Natural Gas,Reserves
Papua New Guinea,1991.0,0.0027519461169700186,Natural Gas,Reserves
Thailand,1991.0,0.23985,Natural Gas,Reserves
Vietnam,1991.0,0.014625,Natural Gas,Reserves
Other Asia Pacific,1991.0,0.2534025,Natural Gas,Reserves
Total Asia Pacific,1991.0,7.50983365536238,Natural Gas,Reserves
Total World,1991.0,114.15017420327439,Natural Gas,Reserves
                 Non-OECD,1991.0,99.35668281384915,Natural Gas,Reserves
                 European Union,1991.0,3.1624030025000005,Natural Gas,Reserves
Canada,1992.0,2.6052,Natural Gas,Reserves
Mexico,1992.0,1.933425,Natural Gas,Reserves
US,1992.0,4.474115040133125,Natural Gas,Reserves
Total North America,1992.0,9.012740040133124,Natural Gas,Reserves
Argentina,1992.0,0.5274750000000001,Natural Gas,Reserves
Bolivia,1992.0,0.1066325,Natural Gas,Reserves
Brazil,1992.0,0.12967499999999998,Natural Gas,Reserves
Colombia,1992.0,0.18037500000000004,Natural Gas,Reserves
Peru,1992.0,0.31785,Natural Gas,Reserves
Trinidad & Tobago,1992.0,0.22717500000000002,Natural Gas,Reserves
Venezuela,1992.0,4.09923,Natural Gas,Reserves
Other S. & Cent. America,1992.0,0.15580572815685,Natural Gas,Reserves
Total S. & Cent. America,1992.0,5.744218228156849,Natural Gas,Reserves
Denmark,1992.0,0.1344825,Natural Gas,Reserves
Germany,1992.0,0.19305,Natural Gas,Reserves
Italy,1992.0,0.288801975,Natural Gas,Reserves
Netherlands,1992.0,1.82167668,Natural Gas,Reserves
Norway,1992.0,1.370444,Natural Gas,Reserves
Poland,1992.0,0.116525,Natural Gas,Reserves
Romania,1992.0,0.332475,Natural Gas,Reserves
United Kingdom,1992.0,0.59475,Natural Gas,Reserves
Other Europe,1992.0,0.3144018075000001,Natural Gas,Reserves
Total Europe,1992.0,5.1666069625,Natural Gas,Reserves
Russian Federation,1992.0,34.729896947522114,Natural Gas,Reserves
Total CIS,1992.0,37.12083478636178,Natural Gas,Reserves
Bahrain,1992.0,0.4083154478383334,Natural Gas,Reserves
