,Country,Year,Value,Resource,Metric,Price
27659,Spain,2018,0.482478738,Coal,Consumption,113.2307854
27660,Sweden,2018,0.081041127,Coal,Consumption,113.2307854
27661,Switzerland,2018,0.00429,Coal,Consumption,113.2307854
27662,Turkey,2018,1.710792899,Coal,Consumption,113.2307854
27663,Ukraine,2018,1.174606681,Coal,Consumption,113.2307854
27664,United Kingdom,2018,0.347094923,Coal,Consumption,113.2307854
27665,Other Europe,2018,0.588215638,Coal,Consumption,113.2307854
27666,Total Europe,2018,12.97736808,Coal,Consumption,113.2307854
27667,Azerbaijan,2018,3.04E-05,Coal,Consumption,113.2307854
27668,Belarus,2018,0.052879285,Coal,Consumption,113.2307854
27669,Kazakhstan,2018,1.524318337,Coal,Consumption,113.2307854
27670,Russian Federation,2018,3.628280878,Coal,Consumption,113.2307854
27671,Turkmenistan,2018,0,Coal,Consumption,113.2307854
27672,Uzbekistan,2018,0.085047588,Coal,Consumption,113.2307854
27673,Other CIS,2018,0.092377677,Coal,Consumption,113.2307854
27674,Total CIS,2018,5.382934165,Coal,Consumption,113.2307854
27675,Iran,2018,0.057055797,Coal,Consumption,113.2307854
27676,Iraq,2018,0,Coal,Consumption,113.2307854
27677,Israel,2018,0.197212905,Coal,Consumption,113.2307854
27678,Kuwait,2018,0.009835597,Coal,Consumption,113.2307854
27679,Oman,2018,0.00311893,Coal,Consumption,113.2307854
27680,Qatar,2018,0.001680398,Coal,Consumption,113.2307854
27681,Saudi Arabia,2018,0.004012141,Coal,Consumption,113.2307854
27682,United Arab Emirates,2018,0.080396168,Coal,Consumption,113.2307854
27683,Other Middle East,2018,0.018613186,Coal,Consumption,113.2307854
27684,Total Middle East,2018,0.371925123,Coal,Consumption,113.2307854
27685,Algeria,2018,0.020934001,Coal,Consumption,113.2307854
27686,Egypt,2018,0.091399983,Coal,Consumption,113.2307854
27687,Morocco,2018,0.21561265,Coal,Consumption,113.2307854
27688,South Africa,2018,3.528937101,Coal,Consumption,113.2307854
27689,Eastern Africa,2018,0.22270888,Coal,Consumption,113.2307854
27690,Middle Africa,2018,0.014018592,Coal,Consumption,113.2307854
27691,Western Africa,2018,0.048112536,Coal,Consumption,113.2307854
27692,Other Northern Africa,2018,8.02E-05,Coal,Consumption,113.2307854
27693,Other Southern Africa,2018,0.070687435,Coal,Consumption,113.2307854
27694,Total Africa,2018,4.212491366,Coal,Consumption,113.2307854
27695,Australia,2018,1.832027555,Coal,Consumption,113.2307854
27696,Bangladesh,2018,0.1028478,Coal,Consumption,113.2307854
27697,China,2018,80.46772766,Coal,Consumption,113.2307854
27698,China Hong Kong SAR,2018,0.269786,Coal,Consumption,113.2307854
27699,India,2018,17.93376541,Coal,Consumption,113.2307854
27700,Indonesia,2018,2.360625744,Coal,Consumption,113.2307854
27701,Japan,2018,4.99175024,Coal,Consumption,113.2307854
27702,Malaysia,2018,0.932195187,Coal,Consumption,113.2307854
27703,New Zealand,2018,0.05642214,Coal,Consumption,113.2307854
27704,Pakistan,2018,0.477351755,Coal,Consumption,113.2307854
27705,Philippines,2018,0.684499919,Coal,Consumption,113.2307854
27706,Singapore,2018,0.019987782,Coal,Consumption,113.2307854
27707,South Korea,2018,3.808380604,Coal,Consumption,113.2307854
27708,Sri Lanka,2018,0.054971971,Coal,Consumption,113.2307854
27709,Taiwan,2018,1.704828382,Coal,Consumption,113.2307854
27710,Thailand,2018,0.801611185,Coal,Consumption,113.2307854
27711,Vietnam,2018,1.582250357,Coal,Consumption,113.2307854
27712,Other Asia Pacific,2018,1.128680512,Coal,Consumption,113.2307854
27713,Total Asia Pacific,2018,119.2097102,Coal,Consumption,113.2307854
27714,Total World,2018,158.0303821,Coal,Consumption,113.2307854
27715,of which: OECD,2018,36.58124278,Coal,Consumption,113.2307854
27716,                 Non-OECD,2018,121.4491393,Coal,Consumption,113.2307854
27717,                 European Union #,2018,9.077945357,Coal,Consumption,113.2307854
27718,Canada,2019,0.608955979,Coal,Consumption,82.19323628
27719,Mexico,2019,0.541493416,Coal,Consumption,82.19323628
27720,US,2019,11.34165573,Coal,Consumption,82.19323628
27721,Total North America,2019,12.49210513,Coal,Consumption,82.19323628
27722,Argentina,2019,0.029246265,Coal,Consumption,82.19323628
27723,Brazil,2019,0.646244645,Coal,Consumption,82.19323628
27724,Chile,2019,0.313504487,Coal,Consumption,82.19323628
27725,Colombia,2019,0.193111092,Coal,Consumption,82.19323628
27726,Ecuador,2019,0.000358299,Coal,Consumption,82.19323628
27727,Peru,2019,0.029467899,Coal,Consumption,82.19323628
27728,Trinidad & Tobago,2019,0,Coal,Consumption,82.19323628
27729,Venezuela,2019,0.003145463,Coal,Consumption,82.19323628
27730,Central America,2019,0.074340841,Coal,Consumption,82.19323628
27731,Other Caribbean,2019,0.102864155,Coal,Consumption,82.19323628
27732,Other South America,2019,0.001276912,Coal,Consumption,82.19323628
27733,Total S. & Cent. America,2019,1.393560059,Coal,Consumption,82.19323628
27734,Austria,2019,0.122200854,Coal,Consumption,82.19323628
27735,Belgium,2019,0.129324302,Coal,Consumption,82.19323628
27736,Bulgaria,2019,0.212967277,Coal,Consumption,82.19323628
27737,Croatia,2019,0.017639868,Coal,Consumption,82.19323628
27738,Cyprus,2019,0.000699655,Coal,Consumption,82.19323628
27739,Czech Republic,2019,0.602507234,Coal,Consumption,82.19323628
27740,Denmark,2019,0.038071301,Coal,Consumption,82.19323628
27741,Estonia,2019,0.12889713,Coal,Consumption,82.19323628
27742,Finland,2019,0.147769004,Coal,Consumption,82.19323628
27743,France,2019,0.285923034,Coal,Consumption,82.19323628
27744,Germany,2019,2.247184038,Coal,Consumption,82.19323628
27745,Greece,2019,0.133831233,Coal,Consumption,82.19323628
27746,Hungary,2019,0.07699316,Coal,Consumption,82.19323628
27747,Iceland,2019,0.0047,Coal,Consumption,82.19323628
27748,Ireland,2019,0.042266842,Coal,Consumption,82.19323628
27749,Italy,2019,0.277392954,Coal,Consumption,82.19323628
27750,Latvia,2019,0.001716,Coal,Consumption,82.19323628
27751,Lithuania,2019,0.008310798,Coal,Consumption,82.19323628
27752,Luxembourg,2019,0.001915796,Coal,Consumption,82.19323628
27753,Netherlands,2019,0.268900007,Coal,Consumption,82.19323628
27754,North Macedonia,2019,0.042874146,Coal,Consumption,82.19323628
27755,Norway,2019,0.032668345,Coal,Consumption,82.19323628
27756,Poland,2019,1.857882023,Coal,Consumption,82.19323628
27757,Portugal,2019,0.052265156,Coal,Consumption,82.19323628
27758,Romania,2019,0.208011657,Coal,Consumption,82.19323628
27759,Slovakia,2019,0.113139607,Coal,Consumption,82.19323628
27760,Slovenia,2019,0.043900274,Coal,Consumption,82.19323628
27761,Spain,2019,0.212342694,Coal,Consumption,82.19323628
27762,Sweden,2019,0.081051715,Coal,Consumption,82.19323628
27763,Switzerland,2019,0.00384,Coal,Consumption,82.19323628
27764,Turkey,2019,1.755095243,Coal,Consumption,82.19323628
27765,Ukraine,2019,1.091750026,Coal,Consumption,82.19323628
27766,United Kingdom,2019,0.248086318,Coal,Consumption,82.19323628
27767,Other Europe,2019,0.570713058,Coal,Consumption,82.19323628
27768,Total Europe,2019,11.06283075,Coal,Consumption,82.19323628
27769,Azerbaijan,2019,2.77E-05,Coal,Consumption,82.19323628
27770,Belarus,2019,0.05568444,Coal,Consumption,82.19323628
27771,Kazakhstan,2019,1.443310499,Coal,Consumption,82.19323628
27772,Russian Federation,2019,3.566735029,Coal,Consumption,82.19323628
27773,Turkmenistan,2019,0,Coal,Consumption,82.19323628
27774,Uzbekistan,2019,0.075286277,Coal,Consumption,82.19323628
27775,Other CIS,2019,0.086871069,Coal,Consumption,82.19323628
27776,Total CIS,2019,5.227915013,Coal,Consumption,82.19323628
27777,Iran,2019,0.068158321,Coal,Consumption,82.19323628
27778,Iraq,2019,0,Coal,Consumption,82.19323628
27779,Israel,2019,0.208435819,Coal,Consumption,82.19323628
27780,Kuwait,2019,0.00794694,Coal,Consumption,82.19323628
27781,Oman,2019,0.003510567,Coal,Consumption,82.19323628
27782,Qatar,2019,0.001484559,Coal,Consumption,82.19323628
27783,Saudi Arabia,2019,0.004221209,Coal,Consumption,82.19323628
27784,United Arab Emirates,2019,0.074406266,Coal,Consumption,82.19323628
27785,Other Middle East,2019,0.013235607,Coal,Consumption,82.19323628
27786,Total Middle East,2019,0.381399288,Coal,Consumption,82.19323628
27787,Algeria,2019,0.017291484,Coal,Consumption,82.19323628
27788,Egypt,2019,0.082587317,Coal,Consumption,82.19323628
27789,Morocco,2019,0.278954893,Coal,Consumption,82.19323628
27790,South Africa,2019,3.76109314,Coal,Consumption,82.19323628
27791,Eastern Africa,2019,0.194739854,Coal,Consumption,82.19323628
27792,Middle Africa,2019,0.011202727,Coal,Consumption,82.19323628
27793,Western Africa,2019,0.051770455,Coal,Consumption,82.19323628
27794,Other Northern Africa,2019,0.000101299,Coal,Consumption,82.19323628
27795,Other Southern Africa,2019,0.063918597,Coal,Consumption,82.19323628
27796,Total Africa,2019,4.461659766,Coal,Consumption,82.19323628
27797,Australia,2019,1.751113772,Coal,Consumption,82.19323628
27798,Bangladesh,2019,0.173033684,Coal,Consumption,82.19323628
27799,China,2019,82.52005005,Coal,Consumption,82.19323628
27800,China Hong Kong SAR,2019,0.258368999,Coal,Consumption,82.19323628
27801,India,2019,17.96048355,Coal,Consumption,82.19323628
27802,Indonesia,2019,2.884432077,Coal,Consumption,82.19323628
27803,Japan,2019,4.905337811,Coal,Consumption,82.19323628
27804,Malaysia,2019,0.881024897,Coal,Consumption,82.19323628
27805,New Zealand,2019,0.059933137,Coal,Consumption,82.19323628
27806,Pakistan,2019,0.513595879,Coal,Consumption,82.19323628
27807,Philippines,2019,0.731920481,Coal,Consumption,82.19323628
27808,Singapore,2019,0.019170966,Coal,Consumption,82.19323628
27809,South Korea,2019,3.589626789,Coal,Consumption,82.19323628
27810,Sri Lanka,2019,0.058669802,Coal,Consumption,82.19323628
27811,Taiwan,2019,1.670970559,Coal,Consumption,82.19323628
27812,Thailand,2019,0.714430392,Coal,Consumption,82.19323628
27813,Vietnam,2019,2.090389729,Coal,Consumption,82.19323628
27814,Other Asia Pacific,2019,1.257383429,Coal,Consumption,82.19323628
27815,Total Asia Pacific,2019,122.039936,Coal,Consumption,82.19323628
27816,Total World,2019,157.059406,Coal,Consumption,82.19323628
27817,of which: OECD,2019,32.43135329,Coal,Consumption,82.19323628
27818,                 Non-OECD,2019,124.6280527,Coal,Consumption,82.19323628
27819,                 European Union #,2019,7.313103612,Coal,Consumption,82.19323628
27820,Canada,2020,0.526241004,Coal,Consumption,61.98319811
27821,Mexico,2020,0.239367604,Coal,Consumption,61.98319811
27822,US,2020,9.202253342,Coal,Consumption,61.98319811
27823,Total North America,2020,9.96786195,Coal,Consumption,61.98319811
27824,Argentina,2020,0.03605517,Coal,Consumption,61.98319811
27825,Brazil,2020,0.584263623,Coal,Consumption,61.98319811
27826,Chile,2020,0.263324797,Coal,Consumption,61.98319811
27827,Colombia,2020,0.170927495,Coal,Consumption,61.98319811
27828,Ecuador,2020,0.00101064,Coal,Consumption,61.98319811
27829,Peru,2020,0.021402599,Coal,Consumption,61.98319811
27830,Trinidad & Tobago,2020,0,Coal,Consumption,61.98319811
27831,Venezuela,2020,0.002203387,Coal,Consumption,61.98319811
27832,Central America,2020,0.0609974,Coal,Consumption,61.98319811
27833,Other Caribbean,2020,0.122923632,Coal,Consumption,61.98319811
27834,Other South America,2020,0.000316196,Coal,Consumption,61.98319811
27835,Total S. & Cent. America,2020,1.263424938,Coal,Consumption,61.98319811
27836,Austria,2020,0.104514673,Coal,Consumption,61.98319811
27837,Belgium,2020,0.100235425,Coal,Consumption,61.98319811
27838,Bulgaria,2020,0.174032927,Coal,Consumption,61.98319811
27839,Croatia,2020,0.015122345,Coal,Consumption,61.98319811
27840,Cyprus,2020,0.000583624,Coal,Consumption,61.98319811
27841,Czech Republic,2020,0.523567021,Coal,Consumption,61.98319811
27842,Denmark,2020,0.033515729,Coal,Consumption,61.98319811
27843,Estonia,2020,0.10478723,Coal,Consumption,61.98319811
27844,Finland,2020,0.113144003,Coal,Consumption,61.98319811
27845,France,2020,0.201536492,Coal,Consumption,61.98319811
27846,Germany,2020,1.853519678,Coal,Consumption,61.98319811
27847,Greece,2020,0.076661482,Coal,Consumption,61.98319811
27848,Hungary,2020,0.07054197,Coal,Consumption,61.98319811
27849,Iceland,2020,0.003460435,Coal,Consumption,61.98319811
27850,Ireland,2020,0.036213845,Coal,Consumption,61.98319811
27851,Italy,2020,0.211925477,Coal,Consumption,61.98319811
27852,Latvia,2020,0.00103,Coal,Consumption,61.98319811
27853,Lithuania,2020,0.006485353,Coal,Consumption,61.98319811
27854,Luxembourg,2020,0.00160949,Coal,Consumption,61.98319811
27855,Netherlands,2020,0.172000006,Coal,Consumption,61.98319811
27856,North Macedonia,2020,0.031706657,Coal,Consumption,61.98319811
27857,Norway,2020,0.032315776,Coal,Consumption,61.98319811
27858,Poland,2020,1.722270966,Coal,Consumption,61.98319811
27859,Portugal,2020,0.023685321,Coal,Consumption,61.98319811
27860,Romania,2020,0.150197551,Coal,Consumption,61.98319811
27861,Slovakia,2020,0.096984372,Coal,Consumption,61.98319811
27862,Slovenia,2020,0.042277176,Coal,Consumption,61.98319811
27863,Spain,2020,0.123789735,Coal,Consumption,61.98319811
27864,Sweden,2020,0.067003034,Coal,Consumption,61.98319811
27865,Switzerland,2020,0.0037,Coal,Consumption,61.98319811
27866,Turkey,2020,1.700520396,Coal,Consumption,61.98319811
27867,Ukraine,2020,0.956558168,Coal,Consumption,61.98319811
27868,United Kingdom,2020,0.226089299,Coal,Consumption,61.98319811
27869,Other Europe,2020,0.587008041,Coal,Consumption,61.98319811
27870,Total Europe,2020,9.568593697,Coal,Consumption,61.98319811
27871,Azerbaijan,2020,1.66E-05,Coal,Consumption,61.98319811
27872,Belarus,2020,0.035043515,Coal,Consumption,61.98319811
27873,Kazakhstan,2020,1.365431666,Coal,Consumption,61.98319811
27874,Russian Federation,2020,3.279520512,Coal,Consumption,61.98319811
27875,Turkmenistan,2020,0,Coal,Consumption,61.98319811
27876,Uzbekistan,2020,0.103172608,Coal,Consumption,61.98319811
27877,Other CIS,2020,0.088807379,Coal,Consumption,61.98319811
27878,Total CIS,2020,4.87199228,Coal,Consumption,61.98319811
27879,Iran,2020,0.077042289,Coal,Consumption,61.98319811
27880,Iraq,2020,0,Coal,Consumption,61.98319811
27881,Israel,2020,0.181693435,Coal,Consumption,61.98319811
27882,Kuwait,2020,0.002001399,Coal,Consumption,61.98319811
27883,Oman,2020,0.004038281,Coal,Consumption,61.98319811
27884,Qatar,2020,0.00026958,Coal,Consumption,61.98319811
27885,Saudi Arabia,2020,0.003701466,Coal,Consumption,61.98319811
27886,United Arab Emirates,2020,0.089050993,Coal,Consumption,61.98319811
27887,Other Middle East,2020,0.013572983,Coal,Consumption,61.98319811
27888,Total Middle East,2020,0.371370426,Coal,Consumption,61.98319811
27889,Algeria,2020,0.005484708,Coal,Consumption,61.98319811
27890,Egypt,2020,0.031440146,Coal,Consumption,61.98319811
27891,Morocco,2020,0.287381947,Coal,Consumption,61.98319811
27892,South Africa,2020,3.681672573,Coal,Consumption,61.98319811
27893,Eastern Africa,2020,0.19709937,Coal,Consumption,61.98319811
27894,Middle Africa,2020,0.011861315,Coal,Consumption,61.98319811
27895,Western Africa,2020,0.053958436,Coal,Consumption,61.98319811
27896,Other Northern Africa,2020,9.80E-05,Coal,Consumption,61.98319811
27897,Other Southern Africa,2020,0.049840885,Coal,Consumption,61.98319811
27898,Total Africa,2020,4.31883737,Coal,Consumption,61.98319811
27899,Australia,2020,1.685175776,Coal,Consumption,61.98319811
27900,Bangladesh,2020,0.188448593,Coal,Consumption,61.98319811
27901,China,2020,84.24919128,Coal,Consumption,61.98319811
27902,China Hong Kong SAR,2020,0.137630001,Coal,Consumption,61.98319811
27903,India,2020,16.97281837,Coal,Consumption,61.98319811
27904,Indonesia,2020,2.755367517,Coal,Consumption,61.98319811
27905,Japan,2020,4.574706554,Coal,Consumption,61.98319811
27906,Malaysia,2020,1.037129879,Coal,Consumption,61.98319811
27907,New Zealand,2020,0.056736,Coal,Consumption,61.98319811
27908,Pakistan,2020,0.568314135,Coal,Consumption,61.98319811
27909,Philippines,2020,0.734623492,Coal,Consumption,61.98319811
27910,Singapore,2020,0.018133031,Coal,Consumption,61.98319811
27911,South Korea,2020,3.178244114,Coal,Consumption,61.98319811
27912,Sri Lanka,2020,0.070500001,Coal,Consumption,61.98319811
27913,Taiwan,2020,1.561804652,Coal,Consumption,61.98319811
27914,Thailand,2020,0.763859808,Coal,Consumption,61.98319811
27915,Vietnam,2020,2.195068121,Coal,Consumption,61.98319811
27916,Other Asia Pacific,2020,1.22892574,Coal,Consumption,61.98319811
27917,Total Asia Pacific,2020,121.9766771,Coal,Consumption,61.98319811
27918,Total World,2020,152.3387577,Coal,Consumption,61.98319811
27919,of which: OECD,2020,27.7320592,Coal,Consumption,61.98319811
27920,                 Non-OECD,2020,124.6066985,Coal,Consumption,61.98319811
27921,                 European Union #,2020,6.027234924,Coal,Consumption,61.98319811
27922,Canada,2021,0.472442001,Coal,Consumption,143.9847444
27923,Mexico,2021,0.198454395,Coal,Consumption,143.9847444
27924,US,2021,10.57281971,Coal,Consumption,143.9847444
27925,Total North America,2021,11.24371611,Coal,Consumption,143.9847444
27926,Argentina,2021,0.050588645,Coal,Consumption,143.9847444
27927,Brazil,2021,0.709442377,Coal,Consumption,143.9847444
27928,Chile,2021,0.291999996,Coal,Consumption,143.9847444
27929,Colombia,2021,0.135724336,Coal,Consumption,143.9847444
27930,Ecuador,2021,0.001979453,Coal,Consumption,143.9847444
27931,Peru,2021,0.0280584,Coal,Consumption,143.9847444
27932,Trinidad & Tobago,2021,0,Coal,Consumption,143.9847444
27933,Venezuela,2021,0.001983049,Coal,Consumption,143.9847444
27934,Central America,2021,0.068470561,Coal,Consumption,143.9847444
27935,Other Caribbean,2021,0.114233101,Coal,Consumption,143.9847444
27936,Other South America,2021,0.000480296,Coal,Consumption,143.9847444
27937,Total S. & Cent. America,2021,1.402960215,Coal,Consumption,143.9847444
27938,Austria,2021,0.108582579,Coal,Consumption,143.9847444
27939,Belgium,2021,0.110805631,Coal,Consumption,143.9847444
27940,Bulgaria,2021,0.219428554,Coal,Consumption,143.9847444
27941,Croatia,2021,0.017389288,Coal,Consumption,143.9847444
27942,Cyprus,2021,0.00172785,Coal,Consumption,143.9847444
27943,Czech Republic,2021,0.542476058,Coal,Consumption,143.9847444
27944,Denmark,2021,0.044638298,Coal,Consumption,143.9847444
27945,Estonia,2021,0.114334598,Coal,Consumption,143.9847444
27946,Finland,2021,0.122336,Coal,Consumption,143.9847444
27947,France,2021,0.270387948,Coal,Consumption,143.9847444
27948,Germany,2021,2.238964319,Coal,Consumption,143.9847444
27949,Greece,2021,0.071668722,Coal,Consumption,143.9847444
27950,Hungary,2021,0.057377372,Coal,Consumption,143.9847444
27951,Iceland,2021,0.004900699,Coal,Consumption,143.9847444
27952,Ireland,2021,0.049397979,Coal,Consumption,143.9847444
27953,Italy,2021,0.234349519,Coal,Consumption,143.9847444
27954,Latvia,2021,0.000806,Coal,Consumption,143.9847444
27955,Lithuania,2021,0.007770701,Coal,Consumption,143.9847444
27956,Luxembourg,2021,0.001648134,Coal,Consumption,143.9847444
27957,Netherlands,2021,0.234400004,Coal,Consumption,143.9847444
27958,North Macedonia,2021,0.027898405,Coal,Consumption,143.9847444
27959,Norway,2021,0.035244398,Coal,Consumption,143.9847444
27960,Poland,2021,1.904942036,Coal,Consumption,143.9847444
27961,Portugal,2021,0.008188485,Coal,Consumption,143.9847444
27962,Romania,2021,0.169657886,Coal,Consumption,143.9847444
27963,Slovakia,2021,0.117737591,Coal,Consumption,143.9847444
27964,Slovenia,2021,0.038834203,Coal,Consumption,143.9847444
27965,Spain,2021,0.134499609,Coal,Consumption,143.9847444
27966,Sweden,2021,0.068130083,Coal,Consumption,143.9847444
27967,Switzerland,2021,0.00373,Coal,Consumption,143.9847444
27968,Turkey,2021,1.736359,Coal,Consumption,143.9847444
27969,Ukraine,2021,0.953573704,Coal,Consumption,143.9847444
27970,United Kingdom,2021,0.231380567,Coal,Consumption,143.9847444
27971,Other Europe,2021,0.556936735,Coal,Consumption,143.9847444
27972,Total Europe,2021,10.44050295,Coal,Consumption,143.9847444
27973,Azerbaijan,2021,5.60E-06,Coal,Consumption,143.9847444
27974,Belarus,2021,0.03563064,Coal,Consumption,143.9847444
27975,Kazakhstan,2021,1.403959632,Coal,Consumption,143.9847444
27976,Russian Federation,2021,3.41140461,Coal,Consumption,143.9847444
27977,Turkmenistan,2021,0,Coal,Consumption,143.9847444
27978,Uzbekistan,2021,0.092919782,Coal,Consumption,143.9847444
27979,Other CIS,2021,0.095998626,Coal,Consumption,143.9847444
27980,Total CIS,2021,5.039918889,Coal,Consumption,143.9847444
27981,Iran,2021,0.072917409,Coal,Consumption,143.9847444
27982,Iraq,2021,0,Coal,Consumption,143.9847444
27983,Israel,2021,0.162841395,Coal,Consumption,143.9847444
27984,Kuwait,2021,0.003867548,Coal,Consumption,143.9847444
27985,Oman,2021,0.003519893,Coal,Consumption,143.9847444
27986,Qatar,2021,0.000102955,Coal,Consumption,143.9847444
27987,Saudi Arabia,2021,0.004603988,Coal,Consumption,143.9847444
27988,United Arab Emirates,2021,0.108554319,Coal,Consumption,143.9847444
27989,Other Middle East,2021,0.018589387,Coal,Consumption,143.9847444
27990,Total Middle East,2021,0.374996894,Coal,Consumption,143.9847444
27991,Algeria,2021,0.011178756,Coal,Consumption,143.9847444
27992,Egypt,2021,0.050810192,Coal,Consumption,143.9847444
27993,Morocco,2021,0.309488267,Coal,Consumption,143.9847444
27994,South Africa,2021,3.586150885,Coal,Consumption,143.9847444
27995,Eastern Africa,2021,0.21827779,Coal,Consumption,143.9847444
27996,Middle Africa,2021,0.014597717,Coal,Consumption,143.9847444
27997,Western Africa,2021,0.081004962,Coal,Consumption,143.9847444
27998,Other Northern Africa,2021,0.00011379,Coal,Consumption,143.9847444
27999,Other Southern Africa,2021,0.064196924,Coal,Consumption,143.9847444
28000,Total Africa,2021,4.335819283,Coal,Consumption,143.9847444
28001,Australia,2021,1.628914237,Coal,Consumption,143.9847444
28002,Bangladesh,2021,0.152319521,Coal,Consumption,143.9847444
28003,China,2021,87.5357132,Coal,Consumption,143.9847444
28004,China Hong Kong SAR,2021,0.152873993,Coal,Consumption,143.9847444
28005,India,2021,19.27005196,Coal,Consumption,143.9847444
28006,Indonesia,2021,2.747626543,Coal,Consumption,143.9847444
28007,Japan,2021,4.930082798,Coal,Consumption,143.9847444
28008,Malaysia,2021,0.958847284,Coal,Consumption,143.9847444
28009,New Zealand,2021,0.066199191,Coal,Consumption,143.9847444
28010,Pakistan,2021,0.636812031,Coal,Consumption,143.9847444
28011,Philippines,2021,0.791867077,Coal,Consumption,143.9847444
28012,Singapore,2021,0.019430939,Coal,Consumption,143.9847444
28013,South Korea,2021,3.272785902,Coal,Consumption,143.9847444
28014,Sri Lanka,2021,0.070441499,Coal,Consumption,143.9847444
28015,Taiwan,2021,1.676640868,Coal,Consumption,143.9847444
28016,Thailand,2021,0.782187045,Coal,Consumption,143.9847444
28017,Vietnam,2021,2.085238218,Coal,Consumption,143.9847444
28018,Other Asia Pacific,2021,1.095843859,Coal,Consumption,143.9847444
28019,Total Asia Pacific,2021,127.8738762,Coal,Consumption,143.9847444
28020,Total World,2021,160.7117905,Coal,Consumption,143.9847444
28021,of which: OECD,2021,30.22682909,Coal,Consumption,143.9847444
28022,                 Non-OECD,2021,130.4849614,Coal,Consumption,143.9847444
28023,                 European Union #,2021,6.890479448,Coal,Consumption,143.9847444
28024,Canada,2022,0.385111988,Coal,Consumption,384.1697333
28025,Mexico,2022,0.244213,Coal,Consumption,384.1697333
28026,US,2022,9.910711288,Coal,Consumption,384.1697333
28027,Total North America,2022,10.54003628,Coal,Consumption,384.1697333
28028,Argentina,2022,0.053609692,Coal,Consumption,384.1697333
28029,Brazil,2022,0.585960507,Coal,Consumption,384.1697333
28030,Chile,2022,0.238474518,Coal,Consumption,384.1697333
28031,Colombia,2022,0.177918732,Coal,Consumption,384.1697333
28032,Ecuador,2022,0.002879286,Coal,Consumption,384.1697333
28033,Peru,2022,0.030174799,Coal,Consumption,384.1697333
28034,Trinidad & Tobago,2022,0,Coal,Consumption,384.1697333
28035,Venezuela,2022,0.006742842,Coal,Consumption,384.1697333
28036,Central America,2022,0.047405346,Coal,Consumption,384.1697333
28037,Other Caribbean,2022,0.11864331,Coal,Consumption,384.1697333
28038,Other South America,2022,0.000361921,Coal,Consumption,384.1697333
28039,Total S. & Cent. America,2022,1.262170953,Coal,Consumption,384.1697333
28040,Austria,2022,0.103900298,Coal,Consumption,384.1697333
28041,Belgium,2022,0.115497775,Coal,Consumption,384.1697333
28042,Bulgaria,2022,0.261439741,Coal,Consumption,384.1697333
28043,Croatia,2022,0.01701884,Coal,Consumption,384.1697333
28044,Cyprus,2022,0.001280868,Coal,Consumption,384.1697333
28045,Czech Republic,2022,0.555341363,Coal,Consumption,384.1697333
28046,Denmark,2022,0.043848421,Coal,Consumption,384.1697333
28047,Estonia,2022,0.123333246,Coal,Consumption,384.1697333
28048,Finland,2022,0.119747996,Coal,Consumption,384.1697333
28049,France,2022,0.231843472,Coal,Consumption,384.1697333
28050,Germany,2022,2.310337067,Coal,Consumption,384.1697333
28051,Greece,2022,0.066376269,Coal,Consumption,384.1697333
28052,Hungary,2022,0.052204959,Coal,Consumption,384.1697333
28053,Iceland,2022,0.004848848,Coal,Consumption,384.1697333
28054,Ireland,2022,0.03977339,Coal,Consumption,384.1697333
28055,Italy,2022,0.311106652,Coal,Consumption,384.1697333
28056,Latvia,2022,0.000592,Coal,Consumption,384.1697333
28057,Lithuania,2022,0.007699525,Coal,Consumption,384.1697333
28058,Luxembourg,2022,0.00170005,Coal,Consumption,384.1697333
28059,Netherlands,2022,0.231600001,Coal,Consumption,384.1697333
28060,North Macedonia,2022,0.035547052,Coal,Consumption,384.1697333
28061,Norway,2022,0.033715967,Coal,Consumption,384.1697333
28062,Poland,2022,1.784278989,Coal,Consumption,384.1697333
28063,Portugal,2022,0.000293076,Coal,Consumption,384.1697333
28064,Romania,2022,0.151330754,Coal,Consumption,384.1697333
28065,Slovakia,2022,0.100544952,Coal,Consumption,384.1697333
28066,Slovenia,2022,0.031378139,Coal,Consumption,384.1697333
28067,Spain,2022,0.156525314,Coal,Consumption,384.1697333
28068,Sweden,2022,0.066400222,Coal,Consumption,384.1697333
28069,Switzerland,2022,0.00388,Coal,Consumption,384.1697333
28070,Turkey,2022,1.759325624,Coal,Consumption,384.1697333
28071,Ukraine,2022,0.448435068,Coal,Consumption,384.1697333
28072,United Kingdom,2022,0.213323325,Coal,Consumption,384.1697333
28073,Other Europe,2022,0.544367082,Coal,Consumption,384.1697333
28074,Total Europe,2022,9.928836343,Coal,Consumption,384.1697333
28075,Azerbaijan,2022,2.80E-06,Coal,Consumption,384.1697333
28076,Belarus,2022,0.039164603,Coal,Consumption,384.1697333
28077,Kazakhstan,2022,1.410223126,Coal,Consumption,384.1697333
28078,Russian Federation,2022,3.823950052,Coal,Consumption,384.1697333
28079,Turkmenistan,2022,0,Coal,Consumption,384.1697333
28080,Uzbekistan,2022,0.106838763,Coal,Consumption,384.1697333
28081,Other CIS,2022,0.08758651,Coal,Consumption,384.1697333
28082,Total CIS,2022,5.467765854,Coal,Consumption,384.1697333
28083,Iran,2022,0.077449545,Coal,Consumption,384.1697333
28084,Iraq,2022,0,Coal,Consumption,384.1697333
28085,Israel,2022,0.159939945,Coal,Consumption,384.1697333
